"encoding","code","code_clean","description","tumor_bl","observations"
"ICD-10","C44.6","C446","Otra neoplasia maligna y las no especificadas de piel de extremidad superior incluyendo hombro",1,
"ICD-10","C44.7","C447","Otra neoplasia maligna y las no especificadas de piel de extremidad inferior incluyendo cadera",1,
"ICD-10","C44.8","C448","Otra neoplasia maligna y las no especificadas de localizaciones contiguas de piel",1,
"ICD-10","C44.9","C449","Otra neoplasia maligna y las no especificadas de piel localización no especificada",1,
"ICD-10","C45.0","C450","Mesotelioma de pleura",1,
"ICD-10","C45.1","C451","Mesotelioma de peritoneo",1,
"ICD-10","C45.2","C452","Mesotelioma de pericardio",1,
"ICD-10","C45.7","C457","Mesotelioma de otras localizaciones especificadas",1,
"ICD-10","C45.9","C459","Mesotelioma de localización no especificada",1,
"ICD-10","C46.0","C460","Sarcoma de Kaposi de piel",1,
"ICD-10","C46.1","C461","Sarcoma de Kaposi de tejidos blandos",1,
"ICD-10","C46.2","C462","Sarcoma de Kaposi de paladar",1,
"ICD-10","C46.3","C463","Sarcoma de Kaposi de ganglios linfáticos",1,
"ICD-10","C46.4","C464","Sarcoma de Kaposi de localizaciones gastrointestinales",1,
"ICD-10","C46.5","C465","Sarcoma de Kaposi de pulmón",1,
"ICD-10","C46.7","C467","Sarcoma de Kaposi de otras localizaciones especificadas",1,
"ICD-10","C46.9","C469","Sarcoma de Kaposi no especificado",1,
"ICD-10","C47.0","C470","Neoplasia maligna de nervios periféricos de cabeza cara y cuello",1,
"ICD-10","C47.1","C471","Neoplasia maligna de nervios periféricos de extremidad superior incluyendo hombro",1,
"ICD-10","C63.9","C639","Neoplasia maligna de órgano genital masculino no especificado",1,
"ICD-10","C47.2","C472","Neoplasia maligna de nervios periféricos de extremidad inferior incluyendo cadera",1,
"ICD-10","C47.3","C473","Neoplasia maligna de nervios periféricos de tórax",1,
"ICD-10","C47.4","C474","Neoplasia maligna de nervios periféricos de abdomen",1,
"ICD-10","C47.5","C475","Neoplasia maligna de nervios periféricos de pelvis",1,
"ICD-10","C47.6","C476","Neoplasia maligna de nervios periféricos de tronco no especificada",1,
"ICD-10","C47.8","C478","Neoplasia maligna de localizaciones contiguas de nervios periféricos y sistema nervioso autónomo",1,
"ICD-10","C47.9","C479","Neoplasia maligna de nervios periféricos y sistema nervioso autónomo no especificada",1,
"ICD-10","C48.0","C480","Neoplasia maligna de retroperitoneo",1,
"ICD-10","C48.1","C481","Neoplasia maligna de partes especificadas de peritoneo",1,
"ICD-10","C48.2","C482","Neoplasia maligna de peritoneo no especificada",1,
"ICD-10","C48.8","C488","Neoplasia maligna de localizaciones contiguas de retroperitoneo y peritoneo",1,
"ICD-10","C49.0","C490","Neoplasia maligna de tejido conjuntivo y tejidos blandos de cabeza cara y cuello",1,
"ICD-10","C49.1","C491","Neoplasia maligna de tejido conjuntivo y tejidos blandos de extremidad superior incluyendo hombro",1,
"ICD-10","C49.2","C492","Neoplasia maligna de tejido conjuntivo y tejidos blandos de extremidad inferior incluyendo cadera",1,
"ICD-10","C49.3","C493","Neoplasia maligna de tejido conjuntivo y tejidos blandos de tórax",1,
"ICD-10","C49.4","C494","Neoplasia maligna de tejido conjuntivo y tejidos blandos de abdomen",1,
"ICD-10","C49.5","C495","Neoplasia maligna de tejido conjuntivo y tejidos blandos de pelvis",1,
"ICD-10","C49.6","C496","Neoplasia maligna de tejido conjuntivo y tejidos blandos de tronco no especificada",1,
"ICD-10","C49.8","C498","Neoplasia maligna de localizaciones contiguas de tejido conjuntivo y tejidos blandos",1,
"ICD-10","C49.9","C499","Neoplasia maligna de tejido conjuntivo y tejidos blandos no especificada",1,
"ICD-10","C49.A","C49A","Tumor estromal gastrointestinal",1,
"ICD-10","C50.0","C500","Neoplasia maligna de pezón y areola",1,
"ICD-10","C50.1","C501","Neoplasia maligna de porción central de mama",1,
"ICD-10","C50.2","C502","Neoplasia maligna de cuadrante superior interno de mama",1,
"ICD-10","C50.3","C503","Neoplasia maligna de cuadrante inferior interno de mama",1,
"ICD-10","C50.4","C504","Neoplasia maligna de cuadrante superior externo de mama",1,
"ICD-10","C50.5","C505","Neoplasia maligna de cuadrante inferior externo de mama",1,
"ICD-10","C50.6","C506","Neoplasia maligna de cola axilar de mama",1,
"ICD-10","C50.8","C508","Neoplasia maligna de localizaciones contiguas de mama",1,
"ICD-10","C50.9","C509","Neoplasia maligna de localización no especificada de mama",1,
"ICD-10","C51.0","C510","Neoplasia maligna de labio mayor",1,
"ICD-10","C51.1","C511","Neoplasia maligna de labio menor",1,
"ICD-10","C51.2","C512","Neoplasia maligna de clítoris",1,
"ICD-10","C51.8","C518","Neoplasia maligna de localizaciones contiguas de vulva",1,
"ICD-10","C51.9","C519","Neoplasia maligna de vulva no especificada",1,
"ICD-10","C53.0","C530","Neoplasia maligna de endocérvix",1,
"ICD-10","C53.1","C531","Neoplasia maligna de exocérvix",1,
"ICD-10","C53.8","C538","Neoplasia maligna de localizaciones contiguas de cuello uterino",1,
"ICD-10","C53.9","C539","Neoplasia maligna de cuello de útero no especificada",1,
"ICD-10","C54.0","C540","Neoplasia maligna de istmo de útero",1,
"ICD-10","C54.1","C541","Neoplasia maligna de endometrio",1,
"ICD-10","C54.2","C542","Neoplasia maligna de miometrio",1,
"ICD-10","C54.3","C543","Neoplasia maligna de fondo de útero",1,
"ICD-10","C54.8","C548","Neoplasia maligna de localizaciones contiguas de cuerpo de útero",1,
"ICD-10","C54.9","C549","Neoplasia maligna de cuerpo de útero no especificada",1,
"ICD-10","C56.1","C561","Neoplasia maligna de ovario derecho",1,
"ICD-10","C56.2","C562","Neoplasia maligna de ovario izquierdo",1,
"ICD-10","C56.9","C569","Neoplasia maligna de ovario no especificado",1,
"ICD-10","C57.0","C570","Neoplasia maligna de trompa de Falopio",1,
"ICD-10","C57.1","C571","Neoplasia maligna de ligamento ancho",1,
"ICD-10","C57.2","C572","Neoplasia maligna de ligamento redondo",1,
"ICD-10","C57.3","C573","Neoplasia maligna de parametrio",1,
"ICD-10","C57.4","C574","Neoplasia maligna de anexos uterinos no especificados",1,
"ICD-10","C57.7","C577","Neoplasia maligna de otros órganos genitales femeninos especificados",1,
"ICD-10","C57.8","C578","Neoplasia maligna de localizaciones contiguas de órganos genitales femeninos",1,
"ICD-10","C57.9","C579","Neoplasia maligna de órgano genital femenino no especificada",1,
"ICD-10","C60.0","C600","Neoplasia maligna de prepucio",1,
"ICD-10","C60.1","C601","Neoplasia maligna de glande",1,
"ICD-10","C60.2","C602","Neoplasia maligna de cuerpo de pene",1,
"ICD-10","C60.8","C608","Neoplasia maligna de localizaciones contiguas de pene",1,
"ICD-10","C60.9","C609","Neoplasia maligna de pene no especificada",1,
"ICD-10","C62.0","C620","Neoplasia maligna de testículo no descendido",1,
"ICD-10","C62.1","C621","Neoplasia maligna de testículo descendido",1,
"ICD-10","C62.9","C629","Neoplasia maligna de testículo no especificado",1,
"ICD-10","C63.0","C630","Neoplasia maligna de epidídimo",1,
"ICD-10","C63.1","C631","Neoplasia maligna de cordón espermático",1,
"ICD-10","C63.2","C632","Neoplasia maligna de escroto",1,
"ICD-10","C63.7","C637","Neoplasia maligna de otros órganos genitales masculinos especificados",1,
"ICD-10","C63.8","C638","Neoplasia maligna de localizaciones contiguas de órganos genitales masculinos",1,
"ICD-10","C64.1","C641","Neoplasia maligna de riñón derecho excepto pelvis renal",1,
"ICD-10","C64.2","C642","Neoplasia maligna de riñón izquierdo excepto pelvis renal",1,
"ICD-10","C64.9","C649","Neoplasia maligna de riñón no especificado excepto pelvis renal",1,
"ICD-10","C65.1","C651","Neoplasia maligna de pelvis renal derecha",1,
"ICD-10","C65.2","C652","Neoplasia maligna de pelvis renal izquierda",1,
"ICD-10","C65.9","C659","Neoplasia maligna de pelvis renal no especificada",1,
"ICD-10","C66.1","C661","Neoplasia maligna de uréter derecho",1,
"ICD-10","C66.2","C662","Neoplasia maligna de uréter izquierdo",1,
"ICD-10","C66.9","C669","Neoplasia maligna de uréter no especificado",1,
"ICD-10","C67.0","C670","Neoplasia maligna de trígono de vejiga",1,
"ICD-10","C67.1","C671","Neoplasia maligna de cúpula de vejiga",1,
"ICD-10","C67.2","C672","Neoplasia maligna de pared lateral de vejiga",1,
"ICD-10","C67.3","C673","Neoplasia maligna de pared anterior de vejiga",1,
"ICD-10","C67.4","C674","Neoplasia maligna de pared posterior de vejiga",1,
"ICD-10","C67.5","C675","Neoplasia maligna de cuello de vejiga",1,
"ICD-10","C67.6","C676","Neoplasia maligna de orificio ureteral",1,
"ICD-10","C67.7","C677","Neoplasia maligna de uraco",1,
"ICD-10","C67.8","C678","Neoplasia maligna de localizaciones contiguas de vejiga",1,
"ICD-10","C67.9","C679","Neoplasia maligna de vejiga no especificada",1,
"ICD-10","C68.0","C680","Neoplasia maligna de uretra",1,
"ICD-10","C68.1","C681","Neoplasia maligna de glándulas parauretrales",1,
"ICD-10","C68.8","C688","Neoplasia maligna de localizaciones contiguas de órganos urinarios",1,
"ICD-10","C68.9","C689","Neoplasia maligna de órgano urinario no especificado",1,
"ICD-10","C69.0","C690","Neoplasia maligna de conjuntiva",1,
"ICD-10","C69.1","C691","Neoplasia maligna de córnea",1,
"ICD-10","C69.2","C692","Neoplasia maligna de retina",1,
"ICD-10","C69.3","C693","Neoplasia maligna de coroides",1,
"ICD-10","C69.4","C694","Neoplasia maligna de cuerpo ciliar",1,
"ICD-10","C69.5","C695","Neoplasia maligna de glándula y conducto lacrimal",1,
"ICD-10","C69.6","C696","Neoplasia maligna de órbita",1,
"ICD-10","C69.8","C698","Neoplasia maligna de localizaciones contiguas de ojo y sus anexos",1,
"ICD-10","C69.9","C699","Neoplasia maligna de localización no especificada del ojo",1,
"ICD-10","C70.0","C700","Neoplasia maligna de meninges cerebrales",1,
"ICD-10","C70.1","C701","Neoplasia maligna de meninges espinales",1,
"ICD-10","C70.9","C709","Neoplasia maligna de meninges no especificada",1,
"ICD-10","C71.0","C710","Neoplasia maligna de cerebro excepto lóbulos y ventrículos",1,
"ICD-10","C71.1","C711","Neoplasia maligna de lóbulo frontal",1,
"ICD-10","C71.2","C712","Neoplasia maligna de lóbulo temporal",1,
"ICD-10","C71.3","C713","Neoplasia maligna de lóbulo parietal",1,
"ICD-10","C71.4","C714","Neoplasia maligna de lóbulo occipital",1,
"ICD-10","C71.5","C715","Neoplasia maligna de ventrículo cerebral",1,
"ICD-10","C71.6","C716","Neoplasia maligna de cerebelo",1,
"ICD-10","C71.7","C717","Neoplasia maligna de tronco cerebral",1,
"ICD-10","C71.8","C718","Neoplasia maligna de localizaciones contiguas de cerebro",1,
"ICD-10","C71.9","C719","Neoplasia maligna de cerebro no especificada",1,
"ICD-10","C72.0","C720","Neoplasia maligna de médula espinal",1,
"ICD-10","C72.1","C721","Neoplasia maligna de cola de caballo",1,
"ICD-10","C72.2","C722","Neoplasia maligna de nervio olfatorio",1,
"ICD-10","C72.3","C723","Neoplasia maligna de nervio óptico",1,
"ICD-10","C72.4","C724","Neoplasia maligna de nervio acústico",1,
"ICD-10","C72.5","C725","Neoplasia maligna de otros nervios craneales y los no especificados",1,
"ICD-10","C72.9","C729","Neoplasia maligna de sistema nervioso central no especificado",1,
"ICD-10","C74.0","C740","Neoplasia maligna de corteza de glándula suprarrenal",1,
"ICD-10","C74.1","C741","Neoplasia maligna de médula de glándula suprarrenal",1,
"ICD-10","C74.9","C749","Neoplasia maligna de parte de glándula suprarrenal no especificada",1,
"ICD-10","C75.0","C750","Neoplasia maligna de glándula paratiroides",1,
"ICD-10","C75.1","C751","Neoplasia maligna de hipófisis",1,
"ICD-10","C75.2","C752","Neoplasia maligna de conducto craneofaríngeo",1,
"ICD-10","C75.3","C753","Neoplasia maligna de glándula pineal",1,
"ICD-10","C75.4","C754","Neoplasia maligna de cuerpo carotídeo",1,
"ICD-10","C75.5","C755","Neoplasia maligna de cuerpo aórtico y otros paraganglios",1,
"ICD-10","C75.8","C758","Neoplasia maligna con afectación pluriglandular no especificada",1,
"ICD-10","C75.9","C759","Neoplasia maligna de glándula endocrina no especificada",1,
"ICD-10","C7A.0","C7A0","Tumores carcinoides malignos",1,
"ICD-10","C7A.1","C7A1","Tumores neuroendocrinos malignos mal diferenciados",1,
"ICD-10","C7A.8","C7A8","Otros tumores neuroendocrinos malignos",1,
"ICD-10","C7B.0","C7B0","Tumores carcinoides secundarios",1,
"ICD-10","C7B.1","C7B1","Carcinoma secundario de células de Merkel",1,
"ICD-10","C7B.8","C7B8","Otros tumores neuroendocrinos secundarios",1,
"ICD-10","C76.0","C760","Neoplasia maligna de cabeza cara y cuello",1,
"ICD-10","C76.1","C761","Neoplasia maligna de tórax",1,
"ICD-10","C76.2","C762","Neoplasia maligna de abdomen",1,
"ICD-10","C76.3","C763","Neoplasia maligna de pelvis",1,
"ICD-10","C76.4","C764","Neoplasia maligna de extremidad superior",1,
"ICD-10","C76.5","C765","Neoplasia maligna de extremidad inferior",1,
"ICD-10","C76.8","C768","Neoplasia maligna de otras localizaciones mal definidas especificadas",1,
"ICD-10","C77.0","C770","Neoplasia maligna secundaria y no especificada de ganglios linfáticos de cabeza cara y cuello",1,
"ICD-10","C77.1","C771","Neoplasia maligna secundaria y no especificada de ganglios linfáticos intratorácicos",1,
"ICD-10","C77.2","C772","Neoplasia maligna secundaria y no especificada de ganglios linfáticos intraabdominales",1,
"ICD-10","C77.3","C773","Neoplasia maligna secundaria y no especificada de ganglios linfáticos de axila y extremidad superior",1,
"ICD-10","C77.4","C774","Neoplasia maligna secundaria y no especificada de ganglios linfáticos inguinales y de extremidad inferior",1,
"ICD-10","C77.5","C775","Neoplasia maligna secundaria y no especificada de ganglios linfáticos intrapélvicos",1,
"ICD-10","C77.8","C778","Neoplasia maligna secundaria y no especificada de ganglios linfáticos de regiones múltiples",1,
"ICD-10","C77.9","C779","Neoplasia maligna secundaria y no especificada de ganglios linfáticos no especificados",1,
"ICD-10","C78.0","C780","Neoplasia maligna secundaria de pulmón",1,
"ICD-10","C78.1","C781","Neoplasia maligna secundaria de mediastino",1,
"ICD-10","C78.2","C782","Neoplasia maligna secundaria de pleura",1,
"ICD-10","C78.3","C783","Neoplasia maligna secundaria de otros órganos respiratorios y los no especificados",1,
"ICD-10","C78.4","C784","Neoplasia maligna secundaria de intestino delgado",1,
"ICD-10","C78.5","C785","Neoplasia maligna secundaria de intestino grueso y recto",1,
"ICD-10","C78.6","C786","Neoplasia maligna secundaria de retroperitoneo y peritoneo",1,
"ICD-10","C78.7","C787","Neoplasia maligna secundaria de hígado y vías biliares intrahepáticas",1,
"ICD-10","C78.8","C788","Neoplasia maligna secundaria de otros órganos digestivos y los no especificados",1,
"ICD-10","C79.0","C790","Neoplasia maligna secundaria de riñón y pelvis renal",1,
"ICD-10","C79.1","C791","Neoplasia maligna secundaria de vejiga otros órganos urinarios y los no especificados",1,
"ICD-10","C79.2","C792","Neoplasia maligna secundaria de piel",1,
"ICD-10","C79.3","C793","Neoplasia maligna secundaria de cerebro y meninges cerebrales",1,
"ICD-10","C79.4","C794","Neoplasia maligna secundaria de otras partes del sistema nervioso y las no especificadas",1,
"ICD-10","C79.5","C795","Neoplasia maligna secundaria de hueso y médula ósea",1,
"ICD-10","C79.6","C796","Neoplasia maligna secundaria de ovario",1,
"ICD-10","C79.7","C797","Neoplasia maligna secundaria de glándula suprarrenal",1,
"ICD-10","C79.8","C798","Neoplasia maligna secundaria de otras localizaciones especificadas",1,
"ICD-10","C79.9","C799","Neoplasia maligna secundaria de localización no especificada",1,
"ICD-10","C80.0","C800","Neoplasia maligna diseminada no especificada",1,
"ICD-10","C80.1","C801","Neoplasia maligna (primaria) no especificada",1,
"ICD-10","C80.2","C802","Neoplasia maligna asociada a órgano trasplantado",1,
"ICD-10","C00","C00","Neoplasia maligna de labio",1,
"ICD-10","C01","C01","Neoplasia maligna de base de la lengua",1,
"ICD-10","C02","C02","Neoplasia maligna de otras partes de la lengua y de las no especificadas",1,
"ICD-10","C03","C03","Neoplasia maligna de encía",1,
"ICD-10","C04","C04","Neoplasia maligna de suelo de la boca",1,
"ICD-10","C05","C05","Neoplasia maligna del paladar",1,
"ICD-10","C06","C06","Neoplasia maligna de otras partes de la boca y las no especificadas",1,
"ICD-10","C07","C07","Neoplasia maligna de glándula parótida",1,
"ICD-10","C08","C08","Neoplasia maligna de otras glándulas salivales mayores y las no especificadas",1,
"ICD-10","C09","C09","Neoplasia maligna de amígdala",1,
"ICD-10","C10","C10","Neoplasia maligna de orofaringe",1,
"ICD-10","C11","C11","Neoplasia maligna de nasofaringe",1,
"ICD-10","C12","C12","Neoplasia maligna de seno piriforme",1,
"ICD-10","C13","C13","Neoplasia maligna de hipofaringe",1,
"ICD-10","C14","C14","Neoplasia maligna de otras localizaciones y las mal definidas en labio cavidad oral y faringe",1,
"ICD-10","C15","C15","Neoplasia maligna de esófago",1,
"ICD-10","C16","C16","Neoplasia maligna de estómago",1,
"ICD-10","C17","C17","Neoplasia maligna de intestino delgado",1,
"ICD-10","C18","C18","Neoplasia maligna de colon",1,
"ICD-10","C19","C19","Neoplasia maligna de unión rectosigmoidea",1,
"ICD-10","C20","C20","Neoplasia maligna de recto",1,
"ICD-10","C21","C21","Neoplasia maligna de ano y canal anal",1,
"ICD-10","C22","C22","Neoplasia maligna de hígado y vías biliares intrahepáticas",1,
"ICD-10","C23","C23","Neoplasia maligna de vesícula biliar",1,
"ICD-10","C24","C24","Neoplasia maligna de otras partes de tracto biliar y las no especificadas",1,
"ICD-10","C25","C25","Neoplasia maligna de páncreas",1,
"ICD-10","C26","C26","Neoplasia maligna de otros órganos digestivos y de los mal definidos",1,
"ICD-10","C30","C30","Neoplasia maligna de cavidad nasal y de oído medio",1,
"ICD-10","C31","C31","Neoplasia maligna de senos accesorios",1,
"ICD-10","C32","C32","Neoplasia maligna de laringe",1,
"ICD-10","C33","C33","Neoplasia maligna de tráquea",1,
"ICD-10","C34","C34","Neoplasia maligna de bronquio y pulmón",1,
"ICD-10","C37","C37","Neoplasia maligna de timo",1,
"ICD-10","C38","C38","Neoplasia maligna de corazón mediastino y pleura",1,
"ICD-10","C39","C39","Neoplasia maligna de otras localizaciones y las mal definidas en aparato respiratorio y órganos intratorácicos",1,
"ICD-10","C40","C40","Neoplasia maligna de hueso y de cartílago articular de extremidades",1,
"ICD-10","C41","C41","Neoplasia maligna de hueso y de cartílago articular de otras localizaciones y las no especificadas",1,
"ICD-10","C43","C43","Melanoma maligno de piel",1,
"ICD-10","C4A","C4A","Carcinoma de células de Merkel",1,
"ICD-10","C44","C44","Otras neoplasias malignas y las no especificadas de piel",1,
"ICD-10","C45","C45","Mesotelioma",1,
"ICD-10","C46","C46","Sarcoma de Kaposi",1,
"ICD-10","C47","C47","Neoplasia maligna de nervios periféricos y sistema nervioso autónomo",1,
"ICD-10","C48","C48","Neoplasia maligna de retroperitoneo y peritoneo",1,
"ICD-10","C49","C49","Neoplasia maligna de tejido conjuntivo y otros tejidos blandos",1,
"ICD-10","C50","C50","Neoplasia maligna de mama",1,
"ICD-10","C51","C51","Neoplasia maligna de vulva",1,
"ICD-10","C52","C52","Neoplasia maligna de vagina",1,
"ICD-10","C53","C53","Neoplasia maligna de cuello de útero",1,
"ICD-10","C54","C54","Neoplasia maligna de cuerpo de útero",1,
"ICD-10","C55","C55","Neoplasia maligna de útero parte no especificada",1,
"ICD-10","C56","C56","Neoplasia maligna de ovario",1,
"ICD-10","C57","C57","Neoplasia maligna de otros órganos genitales femeninos y los no especificados",1,
"ICD-10","C58","C58","Neoplasia maligna de placenta",1,
"ICD-10","C60","C60","Neoplasia maligna de pene",1,
"ICD-10","C61","C61","Neoplasia maligna de próstata",1,
"ICD-10","C62","C62","Neoplasia maligna de testículo",1,
"ICD-10","C63","C63","Neoplasia maligna de otros órganos genitales masculinos y los no especificados",1,
"ICD-10","C64","C64","Neoplasia maligna de riñón excepto pelvis renal",1,
"ICD-10","C65","C65","Neoplasia maligna de pelvis renal",1,
"ICD-10","C66","C66","Neoplasia maligna de uréter",1,
"ICD-10","C67","C67","Neoplasia maligna de vejiga",1,
"ICD-10","C68","C68","Neoplasia maligna de otros órganos urinarios y los no especificados",1,
"ICD-10","C69","C69","Neoplasia maligna de ojo y sus anexos",1,
"ICD-10","C70","C70","Neoplasia maligna de meninges",1,
"ICD-10","C71","C71","Neoplasia maligna de cerebro",1,
"ICD-10","C72","C72","Neoplasia maligna de médula espinal nervios craneales y otras partes de sistema nervioso central",1,
"ICD-10","C73","C73","Neoplasia maligna de glándula tiroides",1,
"ICD-10","C74","C74","Neoplasia maligna de glándula suprarrenal",1,
"ICD-10","C75","C75","Neoplasia maligna de otras glándulas endocrinas y estructuras relacionadas",1,
"ICD-10","C7A","C7A","Tumores malignos neuroendocrinos",1,
"ICD-10","C7B","C7B","Tumores neuroendocrinos secundarios",1,
"ICD-10","C76","C76","Neoplasia maligna de otras localizaciones y las mal definidas",1,
"ICD-10","C77","C77","Neoplasia maligna secundaria y no especificada de ganglios linfáticos",1,
"ICD-10","C78","C78","Neoplasia maligna secundaria de órganos respiratorios y digestivos",1,
"ICD-10","C79","C79","Neoplasia maligna secundaria de otras localizaciones y las no especificadas",1,
"ICD-10","C80","C80","Neoplasia maligna de localización no especificada",1,
